Species,Sample,Chemical,Instrument,Application,good,app_rate_g_cm2,TissueConc,SoilConc,logKow,BCF,bodyweight,initialweight,Solat20C_mgL,Solat20C_gL,molmass_gmol,Density_gcm3,AppFactor,SA_cm2,VapPrs_mPa,Koc_Lit,Koc_Lab,HalfLife_day,HabFac,Hlaw,#frogs
Barking treefrog,HGF2,Fipronil-Sulfone,LCMS,Soil,1,NA,0.601126387,0.031110731,4,19.32215594,1.22989,1.5969,3.78,0.00378,437.15,1.48,NA,1.48306575,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF3,Fipronil-Sulfone,LCMS,Soil,1,NA,0.26504608,0.031110731,4,8.519442489,2.00445,2.278,3.78,0.00378,437.15,1.48,NA,1.821739221,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF4,Fipronil-Sulfone,LCMS,Soil,1,NA,0.275779199,0.031110731,4,8.86443984,1.99483,2.2964,3.78,0.00378,437.15,1.48,NA,1.83024458,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF5,Fipronil-Sulfone,LCMS,Soil,1,NA,0.179207061,0.031110731,4,5.760297438,1.56533,1.85,3.78,0.00378,437.15,1.48,NA,1.614934958,0.00037,825,31184,125,Arboreal,8.42E-10,1
Fowlers toad,FTF1,Fipronil-Sulfone,LCMS,Soil,1,NA,0.29629601,0.039994708,4,7.408380319,2.87106,3.4164,3.78,0.00378,437.15,1.48,NA,2.303556612,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF2,Fipronil-Sulfone,LCMS,Soil,1,NA,0.36936646,0.039994708,4,9.235383276,1.28161,1.74614,3.78,0.00378,437.15,1.48,NA,1.561803462,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF3,Fipronil-Sulfone,LCMS,Soil,1,NA,0.630186866,0.039994708,4,15.75675615,2.48014,2.8723,3.78,0.00378,437.15,1.48,NA,2.083423978,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF4,Fipronil-Sulfone,LCMS,Soil,1,NA,0.277370152,0.039994708,4,6.935171267,1.69321,2.04101,3.78,0.00378,437.15,1.48,NA,1.709475719,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF5,Fipronil-Sulfone,LCMS,Soil,1,NA,1.154990433,0.039994708,4,28.87858124,0.89804,1.0813,3.78,0.00378,437.15,1.48,NA,1.183361557,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Gray treefrog,HVF1,Fipronil-Sulfone,LCMS,Soil,1,NA,0.690711299,0.041192692,4,16.76781143,2.29103,2.8305,3.78,0.00378,437.15,1.48,NA,2.065814751,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF2,Fipronil-Sulfone,LCMS,Soil,1,NA,0.230659273,0.041192692,4,5.599519222,2.48463,2.78375,3.78,0.00378,437.15,1.48,NA,2.045990007,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF3,Fipronil-Sulfone,LCMS,Soil,1,NA,0.419692444,0.041192692,4,10.18851693,1.73741,2.07613,3.78,0.00378,437.15,1.48,NA,1.726445948,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF4,Fipronil-Sulfone,LCMS,Soil,1,NA,0.069730375,0.041192692,4,1.692785079,1.90828,2.32246,3.78,0.00378,437.15,1.48,NA,1.842241823,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF5,Fipronil-Sulfone,LCMS,Soil,1,NA,0.05254491,0.041192692,4,1.275588141,2.34893,2.71625,3.78,0.00378,437.15,1.48,NA,2.017116974,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF1,Fipronil-Sulfone,LCMS,Overspray,1,NA,1.056795181,0.070149609,4,15.06487619,1.30684,1.6622,3.78,0.00378,437.15,1.48,NA,1.517882741,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF2,Fipronil-Sulfone,LCMS,Overspray,1,NA,1.965524495,0.070149609,4,28.01903688,2.6593,2.8719,3.78,0.00378,437.15,1.48,NA,2.083255982,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF3,Fipronil-Sulfone,LCMS,Overspray,1,NA,0.833289399,0.070149609,4,11.87874609,1.88382,2.8113,3.78,0.00378,437.15,1.48,NA,2.057689633,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF4,Fipronil-Sulfone,LCMS,Overspray,1,NA,0.824680276,0.070149609,4,11.75602092,1.07051,1.3613,3.78,0.00378,437.15,1.48,NA,1.352140686,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF5,Fipronil-Sulfone,LCMS,Overspray,1,NA,0.564167059,0.070149609,4,8.042340692,1.77007,2.0136,3.78,0.00378,437.15,1.48,NA,1.69614544,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF1,Fipronil-Sulfone,LCMS,Soil,1,NA,0.055721853,0.03599496,4,1.548045944,1.69128,2.0529,3.78,0.00378,437.15,1.48,NA,1.715234716,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF2,Fipronil-Sulfone,LCMS,Soil,1,NA,0.022953778,0.03599496,4,0.637694222,2.0466,2.3962,3.78,0.00378,437.15,1.48,NA,1.875886072,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF3,Fipronil-Sulfone,LCMS,Soil,1,NA,0.007483584,0.03599496,4,0.207906442,2.34143,2.603,3.78,0.00378,437.15,1.48,NA,1.967986651,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF4,Fipronil-Sulfone,LCMS,Soil,1,NA,0.128493111,0.03599496,4,3.569752814,1.05281,1.1301,3.78,0.00378,437.15,1.48,NA,1.213996055,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF5,Fipronil-Sulfone,LCMS,Soil,1,NA,0.167229704,0.03599496,4,4.645919936,1.01293,1.0906,3.78,0.00378,437.15,1.48,NA,1.189243881,0.00037,825,31184,125,Arboreal,8.42E-10,1
Leopard frog,LFF1,Fipronil-Sulfone,LCMS,Soil,1,NA,0.040989845,0.106756713,4,0.383955665,3.07228,5.0548,3.78,0.00378,437.15,1.48,NA,2.890062318,0.00037,825,31184,125,Aquatic,8.42E-10,1
Leopard frog,LFF2,Fipronil-Sulfone,LCMS,Soil,1,NA,0.024284875,0.106756713,4,0.227478667,1.6105,1.76974,3.78,0.00378,437.15,1.48,NA,1.573990788,0.00037,825,31184,125,Aquatic,8.42E-10,1
Leopard frog,LFF3,Fipronil-Sulfone,LCMS,Soil,1,NA,0.010507566,0.106756713,4,0.098425344,1.29821,1.5497,3.78,0.00378,437.15,1.48,NA,1.457524905,0.00037,825,31184,125,Aquatic,8.42E-10,1
Leopard frog,LFF4,Fipronil-Sulfone,LCMS,Soil,1,NA,0.042931118,0.106756713,4,0.402139755,1.4102,1.7076,3.78,0.00378,437.15,1.48,NA,1.541750804,0.00037,825,31184,125,Aquatic,8.42E-10,1
Barking treefrog,HGOI1,Imidacloprid,LCMS,Overspray,1,5.58214E-06,1.015287169,0.47984644,0.57,2.115858501,1.73625,2.0894,510,0.51,255.661,1.543,182240.7722,1.732826599,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Barking treefrog,HGOI2,Imidacloprid,LCMS,Overspray,1,5.58214E-06,1.636083216,0.47984644,0.57,3.40959749,2.61111,2.9542,510,0.51,255.661,1.543,361395.5083,2.117616457,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Barking treefrog,HGOI3,Imidacloprid,LCMS,Overspray,1,5.58214E-06,0.926100389,0.47984644,0.57,1.929993248,1.82332,2.1352,510,0.51,255.661,1.543,172390.3404,1.75471881,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Barking treefrog,HGOI4,Imidacloprid,LCMS,Overspray,1,5.58214E-06,0.718277624,0.47984644,0.57,1.496890598,2.91551,3.251,510,0.51,255.661,1.543,167604.602,2.238311006,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Barking treefrog,HGOI5,Imidacloprid,LCMS,Overspray,1,5.58214E-06,1.08903614,0.47984644,0.57,2.26955136,2.49115,2.682,510,0.51,255.661,1.543,242717.6912,2.002351119,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Barking treefrog,HGI1,Imidacloprid,LCMS,Soil,1,5.69378E-06,0.329814712,2.565991685,0.57,0.12853304,1.95576,2.2729,510,0.51,255.661,1.543,62267.62381,1.819376644,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Barking treefrog,HGI2,Imidacloprid,LCMS,Soil,1,5.69378E-06,0.210770534,2.565991685,0.57,0.082139991,2.26328,2.4617,510,0.51,255.661,1.543,43970.33392,1.90540694,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Barking treefrog,HGI3,Imidacloprid,LCMS,Soil,1,5.69378E-06,0.50673308,2.565991685,0.57,0.197480406,1.27439,1.4355,510,0.51,255.661,1.543,81341.74405,1.39433605,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Barking treefrog,HGI4,Imidacloprid,LCMS,Soil,1,5.69378E-06,0.292676446,2.565991685,0.57,0.114059779,1.89439,2.141,510,0.51,255.661,1.543,55407.28045,1.757477021,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Barking treefrog,HGI5,Imidacloprid,LCMS,Soil,1,5.69378E-06,0.622028925,2.565991685,0.57,0.242412681,1.4839,1.7035,510,0.51,255.661,1.543,105294.2939,1.539606382,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Cricket frog,CFI1,Imidacloprid,LCMS,Soil,1,5.62201E-06,0.253213485,2.072271639,0.57,0.122191261,0.7479,0.7479,510,0.51,255.661,1.543,25957.92424,1.297683621,0.0002,292.5,355,84,Arboreal,1.65E-15,2
Cricket frog,CFI2,Imidacloprid,LCMS,Soil,1,5.62201E-06,0.434782099,2.072271639,0.57,0.209809414,0.74614,0.74614,510,0.51,255.661,1.543,42542.55783,1.356365702,0.0002,292.5,355,84,Arboreal,1.65E-15,2
Cricket frog,CFI3,Imidacloprid,LCMS,Soil,1,5.62201E-06,0.372214162,2.072271639,0.57,0.179616492,0.53965,0.53965,510,0.51,255.661,1.543,30145.62019,1.185193527,0.0002,292.5,355,84,Arboreal,1.65E-15,2
Cricket frog,CFI4,Imidacloprid,LCMS,Soil,1,5.62201E-06,0.339457748,2.072271639,0.57,0.163809484,0.71619,0.71619,510,0.51,255.661,1.543,32153.64683,1.34490671,0.0002,292.5,355,84,Arboreal,1.65E-15,2
Cricket frog,CFI5,Imidacloprid,LCMS,Soil,1,5.62201E-06,0.275966093,2.072271639,0.57,0.13317081,0.63282,0.63282,510,0.51,255.661,1.543,24240.27087,1.281465366,0.0002,292.5,355,84,Arboreal,1.65E-15,2
Gray treefrog,HVI1,Imidacloprid,LCMS,Soil,1,5.66188E-06,0.188500223,2.865856558,0.57,0.065774479,1.50164,1.7348,510,0.51,255.661,1.543,32131.34233,1.555922694,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Gray treefrog,HVI2,Imidacloprid,LCMS,Soil,1,5.66188E-06,0.176685812,2.865856558,0.57,0.061652008,1.89679,2.1576,510,0.51,255.661,1.543,33529.59748,1.765353876,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Gray treefrog,HVI3,Imidacloprid,LCMS,Soil,1,5.66188E-06,0.158445082,2.865856558,0.57,0.055287164,1.48929,1.6711,510,0.51,255.661,1.543,27372.60978,1.522583143,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Gray treefrog,HVI4,Imidacloprid,LCMS,Soil,1,5.66188E-06,0.133043234,2.865856558,0.57,0.04642355,2.47287,2.6785,510,0.51,255.661,1.543,29041.65728,2.000837741,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Gray treefrog,HVI5,Imidacloprid,LCMS,Soil,1,5.66188E-06,0.27666374,2.865856558,0.57,0.096537888,1.5308,1.7897,510,0.51,255.661,1.543,47215.81839,1.584245064,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Green treefrog,HCI1,Imidacloprid,LCMS,Soil,1,5.75758E-06,0.128323626,2.032637766,0.57,0.063131576,1.46095,1.7209,510,0.51,255.661,1.543,21025.05779,1.548692223,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Green treefrog,HCI2,Imidacloprid,LCMS,Soil,1,5.75758E-06,0.160232247,2.032637766,0.57,0.078829711,1.29982,1.4897,510,0.51,255.661,1.543,25392.5699,1.424579926,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Green treefrog,HCI3,Imidacloprid,LCMS,Soil,1,5.75758E-06,0.12428756,2.032637766,0.57,0.061145946,1.41647,1.5395,510,0.51,255.661,1.543,21059.10618,1.451962658,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Green treefrog,HCI4,Imidacloprid,LCMS,Soil,1,5.75758E-06,0.154999982,2.032637766,0.57,0.076255585,1.30898,1.4212,510,0.51,255.661,1.543,25419.9699,1.386276831,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Green treefrog,HCI5,Imidacloprid,LCMS,Soil,1,5.75758E-06,0.103564099,2.032637766,0.57,0.050950593,1.2973,1.4966,510,0.51,255.661,1.543,16336.58057,1.428396669,0.0002,292.5,355,84,Arboreal,1.65E-15,1
Narrowmouth toad,NTI1,Imidacloprid,LCMS,Soil,1,5.64593E-06,0.294998693,2.024466739,0.57,0.14571674,0.95183,0.95183,510,0.51,255.661,1.543,32665.20829,1.522503596,0.0002,292.5,355,84,Terrestrial,1.65E-15,2
Narrowmouth toad,NTI2,Imidacloprid,LCMS,Soil,1,5.64593E-06,0.395986198,2.024466739,0.57,0.195600249,0.92942,0.92942,510,0.51,255.661,1.543,43491.07188,1.498843298,0.0002,292.5,355,84,Terrestrial,1.65E-15,2
Narrowmouth toad,NTI3,Imidacloprid,LCMS,Soil,1,5.64593E-06,0.214460025,2.024466739,0.57,0.105934082,0.9349,0.9349,510,0.51,255.661,1.543,24433.97515,1.453388312,0.0002,292.5,355,84,Terrestrial,1.65E-15,2
Narrowmouth toad,NTI4,Imidacloprid,LCMS,Soil,1,5.64593E-06,0.319810784,2.024466739,0.57,0.157972852,0.85968,0.85968,510,0.51,255.661,1.543,33851.15852,1.438535784,0.0002,292.5,355,84,Terrestrial,1.65E-15,2
Narrowmouth toad,NTI5,Imidacloprid,LCMS,Soil,1,5.64593E-06,0.49063891,2.024466739,0.57,0.242354641,1.24292,1.24292,510,0.51,255.661,1.543,51813.5391,2.084616565,0.0002,292.5,355,84,Terrestrial,1.65E-15,3
Barking treefrog,HGOP1,Pendimethalin,LCMS,Overspray,1,1.99522E-05,2.138795205,12.11934838,5.18,0.176477739,2.09766,2.4557,0.3,0.0003,281.31,1.17,118179.0298,1.902716611,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGOP2,Pendimethalin,LCMS,Overspray,1,1.99522E-05,2.01901591,12.11934838,5.18,0.166594428,2.41178,2.6535,0.3,0.0003,281.31,1.17,122640.469,1.990003587,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGOP3,Pendimethalin,LCMS,Overspray,1,1.99522E-05,2.28849235,12.11934838,5.18,0.188829653,1.72083,2.0292,0.3,0.0003,281.31,1.17,115849.4482,1.703741473,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGOP4,Pendimethalin,LCMS,Overspray,1,1.99522E-05,2.767161376,12.11934838,5.18,0.228325921,2.70413,3.0105,0.3,0.0003,281.31,1.17,175177.3338,2.140890094,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGOP5,Pendimethalin,LCMS,Overspray,1,1.99522E-05,1.232549848,12.11934838,5.18,0.101701,2.23741,2.5177,0.3,0.0003,281.31,1.17,71600.55505,1.930384889,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGP1,Pendimethalin,LCMS,Soil,1,1.98325E-05,0.409017886,13.61565316,5.18,0.030040269,2.44812,2.8592,0.3,0.0003,281.31,1.17,24297.89,2.077916974,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGP2,Pendimethalin,LCMS,Soil,1,1.98325E-05,0.257508419,13.61565316,5.18,0.018912675,2.46997,2.7549,0.3,0.0003,281.31,1.17,15769.61086,2.033685938,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGP3,Pendimethalin,LCMS,Soil,1,1.98325E-05,0.094968352,13.61565316,5.18,0.006974939,2.01387,2.3541,0.3,0.0003,281.31,1.17,5193.771741,1.856732017,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGP4,Pendimethalin,LCMS,Soil,1,1.98325E-05,0.08250324,13.61565316,5.18,0.00605944,2.29373,2.6507,0.3,0.0003,281.31,1.17,4797.850043,1.988787491,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGP5,Pendimethalin,LCMS,Soil,1,1.98325E-05,0.099338888,13.61565316,5.18,0.007295933,2.2234,2.5916,0.3,0.0003,281.31,1.17,5673.357935,1.962991686,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGP1,Pendimethalin,GCMS,Soil,0,1.98325E-05,1.198137044,41.93866141,5.18,0.028568796,2.44812,2.8592,0.3,0.0003,281.31,1.17,71175.86569,2.077916974,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGP2,Pendimethalin,GCMS,Soil,0,1.98325E-05,0.596119989,41.93866141,5.18,0.014214092,2.46997,2.7549,0.3,0.0003,281.31,1.17,36505.91419,2.033685938,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGP3,Pendimethalin,GCMS,Soil,0,1.98325E-05,0.460019002,41.93866141,5.18,0.010968853,2.01387,2.3541,0.3,0.0003,281.31,1.17,25158.20946,1.856732017,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGP4,Pendimethalin,GCMS,Soil,0,1.98325E-05,0.475223593,41.93866141,5.18,0.011331396,2.29373,2.6507,0.3,0.0003,281.31,1.17,27635.90301,1.988787491,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGP5,Pendimethalin,GCMS,Soil,0,1.98325E-05,0.680011034,41.93866141,5.18,0.016214419,2.2234,2.5916,0.3,0.0003,281.31,1.17,38836.21097,1.962991686,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGOP1,Pendimethalin,GCMS,Overspray,0,1.99522E-05,3.791708157,26.32128175,5.18,0.144054845,2.09766,2.4557,0.3,0.0003,281.31,1.17,209510.6582,1.902716611,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGOP2,Pendimethalin,GCMS,Overspray,0,1.99522E-05,3.024605897,26.32128175,5.18,0.114911041,2.41178,2.6535,0.3,0.0003,281.31,1.17,183722.7155,1.990003587,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGOP3,Pendimethalin,GCMS,Overspray,0,1.99522E-05,2.706889059,26.32128175,5.18,0.102840321,1.72083,2.0292,0.3,0.0003,281.31,1.17,137029.7803,1.703741473,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGOP4,Pendimethalin,GCMS,Overspray,0,1.99522E-05,2.301608498,26.32128175,5.18,0.087442873,2.70413,3.0105,0.3,0.0003,281.31,1.17,145705.1416,2.140890094,4,243000,2630268,40,Arboreal,8.56E-07,1
Barking treefrog,HGOP5,Pendimethalin,GCMS,Overspray,0,1.99522E-05,4.357608334,26.32128175,5.18,0.165554564,2.23741,2.5177,0.3,0.0003,281.31,1.17,253139.6,1.930384889,4,243000,2630268,40,Arboreal,8.56E-07,1
Fowlers toad,FTP1,Pendimethalin,LCMS,Soil,1,1.98804E-05,1.015765216,12.47076761,5.18,0.081451699,1.44625,1.7962,0.3,0.0003,281.31,1.17,46545.53161,1.587573978,4,243000,2630268,40,Terrestrial,8.56E-07,1
Fowlers toad,FTP2,Pendimethalin,LCMS,Soil,1,1.98804E-05,0.793134917,12.47076761,5.18,0.063599527,1.4138,1.77413,0.3,0.0003,281.31,1.17,35783.69062,1.576250272,4,243000,2630268,40,Terrestrial,8.56E-07,1
Fowlers toad,FTP3,Pendimethalin,LCMS,Soil,1,1.98804E-05,0.232912294,12.47076761,5.18,0.018676661,2.94055,4.5298,0.3,0.0003,281.31,1.17,12701.75924,2.712266512,4,243000,2630268,40,Terrestrial,8.56E-07,1
Fowlers toad,FTP4,Pendimethalin,LCMS,Soil,1,1.98804E-05,2.450801741,12.47076761,5.18,0.196523728,2.01645,2.3931,0.3,0.0003,281.31,1.17,132614.1789,1.874480536,4,243000,2630268,40,Terrestrial,8.56E-07,1
Fowlers toad,FTP5,Pendimethalin,LCMS,Soil,1,1.98804E-05,0.348901972,12.47076761,5.18,0.027977586,1.73866,2.11699,0.3,0.0003,281.31,1.17,17475.89999,1.746038413,4,243000,2630268,40,Terrestrial,8.56E-07,1
Fowlers toad,FTP1,Pendimethalin,GCMS,Soil,0,1.98804E-05,1.005553698,15.57838563,5.18,0.064548004,1.44625,1.7962,0.3,0.0003,281.31,1.17,46077.60799,1.587573978,4,243000,2630268,40,Terrestrial,8.56E-07,1
Fowlers toad,FTP2,Pendimethalin,GCMS,Soil,0,1.98804E-05,1.133670868,15.57838563,5.18,0.072772038,1.4138,1.77413,0.3,0.0003,281.31,1.17,51147.57494,1.576250272,4,243000,2630268,40,Terrestrial,8.56E-07,1
Fowlers toad,FTP3,Pendimethalin,GCMS,Soil,0,1.98804E-05,0.911096199,15.57838563,5.18,0.058484635,2.94055,4.5298,0.3,0.0003,281.31,1.17,49686.19041,2.712266512,4,243000,2630268,40,Terrestrial,8.56E-07,1
Fowlers toad,FTP4,Pendimethalin,GCMS,Soil,0,1.98804E-05,1.216018879,15.57838563,5.18,0.07805808,2.01645,2.3931,0.3,0.0003,281.31,1.17,65799.42494,1.874480536,4,243000,2630268,40,Terrestrial,8.56E-07,1
Fowlers toad,FTP5,Pendimethalin,GCMS,Soil,0,1.98804E-05,0.759940357,15.57838563,5.18,0.048781714,1.73866,2.11699,0.3,0.0003,281.31,1.17,38064.10609,1.746038413,4,243000,2630268,40,Terrestrial,8.56E-07,1
Gray treefrog,HVP1,Pendimethalin,LCMS,Soil,1,1.98804E-05,0.077086057,10.66105625,5.18,0.007230621,1.42942,2.0355,0.3,0.0003,281.31,1.17,3247.340045,1.706802128,4,243000,2630268,40,Arboreal,8.56E-07,1
Gray treefrog,HVP2,Pendimethalin,LCMS,Soil,1,1.98804E-05,0.04141364,10.66105625,5.18,0.003884572,1.72685,2.15809,0.3,0.0003,281.31,1.17,2037.437975,1.765585997,4,243000,2630268,40,Arboreal,8.56E-07,1
Gray treefrog,HVP3,Pendimethalin,LCMS,Soil,1,1.98804E-05,0.062623285,10.66105625,5.18,0.005874023,1.77209,2.8864,0.3,0.0003,281.31,1.17,2671.700972,2.089339561,4,243000,2630268,40,Arboreal,8.56E-07,1
Gray treefrog,HVP4,Pendimethalin,LCMS,Soil,1,1.98804E-05,0.018846949,10.66105625,5.18,0.001767831,1.59006,2.17502,0.3,0.0003,281.31,1.17,849.9159918,1.773592442,4,243000,2630268,40,Arboreal,8.56E-07,1
Gray treefrog,HVP5,Pendimethalin,LCMS,Soil,1,1.98804E-05,0.060285257,10.66105625,5.18,0.005654717,1.59253,2.1218,0.3,0.0003,281.31,1.17,2762.164386,1.748334303,4,243000,2630268,40,Arboreal,8.56E-07,1
Gray treefrog,HVP1,Pendimethalin,GCMS,Soil,0,1.98804E-05,3.458306403,10.1986446,5.18,0.339094707,1.42942,2.0355,0.3,0.0003,281.31,1.17,145685.1902,1.706802128,4,243000,2630268,40,Arboreal,8.56E-07,1
Gray treefrog,HVP2,Pendimethalin,GCMS,Soil,0,1.98804E-05,2.54317704,10.1986446,5.18,0.249364218,1.72685,2.15809,0.3,0.0003,281.31,1.17,125117.3655,1.765585997,4,243000,2630268,40,Arboreal,8.56E-07,1
Gray treefrog,HVP3,Pendimethalin,GCMS,Soil,0,1.98804E-05,0.8699501,10.1986446,5.18,0.08530056,1.77209,2.8864,0.3,0.0003,281.31,1.17,37114.73361,2.089339561,4,243000,2630268,40,Arboreal,8.56E-07,1
Gray treefrog,HVP4,Pendimethalin,GCMS,Soil,0,1.98804E-05,0.679582498,10.1986446,5.18,0.06663459,1.59006,2.17502,0.3,0.0003,281.31,1.17,30646.23495,1.773592442,4,243000,2630268,40,Arboreal,8.56E-07,1
Gray treefrog,HVP5,Pendimethalin,GCMS,Soil,0,1.98804E-05,0.948725778,10.1986446,5.18,0.093024693,1.59253,2.1218,0.3,0.0003,281.31,1.17,43468.9453,1.748334303,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCOP1,Pendimethalin,LCMS,Overspray,1,2.00399E-05,0.673117238,12.5210311,5.18,0.05375893,1.96213,2.3461,0.3,0.0003,281.31,1.17,35565.61301,1.853076036,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCOP2,Pendimethalin,LCMS,Overspray,1,2.00399E-05,7.113543563,12.5210311,5.18,0.568127617,2.02547,2.2626,0.3,0.0003,281.31,1.17,396219.9577,1.814598348,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCOP3,Pendimethalin,LCMS,Overspray,1,2.00399E-05,3.039240379,12.5210311,5.18,0.242730839,1.56058,1.8275,0.3,0.0003,281.31,1.17,147597.195,1.603533477,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCOP4,Pendimethalin,LCMS,Overspray,1,2.00399E-05,1.070092765,12.5210311,5.18,0.08546363,0.82568,0.9704,0.3,0.0003,281.31,1.17,39667.16198,1.11149397,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCOP5,Pendimethalin,LCMS,Overspray,1,2.00399E-05,1.924313318,12.5210311,5.18,0.15368649,1.17217,1.3735,0.3,0.0003,281.31,1.17,82814.43328,1.359143778,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCP1,Pendimethalin,LCMS,Soil,1,1.98644E-05,0.106088831,12.43513533,5.18,0.008531377,2.18431,2.5055,0.3,0.0003,281.31,1.17,6060.176623,1.924963356,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCP2,Pendimethalin,LCMS,Soil,1,1.98644E-05,0.264552068,12.43513533,5.18,0.021274563,1.10908,1.2193,0.3,0.0003,281.31,1.17,11643.33024,1.268588082,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCP3,Pendimethalin,LCMS,Soil,1,1.98644E-05,0.285295401,12.43513533,5.18,0.022942686,2.55184,2.8276,0.3,0.0003,281.31,1.17,17751.63705,2.06458901,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCP4,Pendimethalin,LCMS,Soil,1,1.98644E-05,0.087572337,12.43513533,5.18,0.007042331,2.44681,2.8606,0.3,0.0003,281.31,1.17,5189.669617,2.078506015,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCP5,Pendimethalin,LCMS,Soil,1,1.98644E-05,0.083610081,12.43513533,5.18,0.006723697,2.26759,2.7422,0.3,0.0003,281.31,1.17,4705.708155,2.028252403,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCP1,Pendimethalin,GCMS,Soil,0,1.98644E-05,1.396219802,28.52762188,5.18,0.048942734,2.18431,2.5055,0.3,0.0003,281.31,1.17,79757.11009,1.924963356,4,243000,2630268,40,Arboreal,8.56E-07,1
Green treefrog,HCP2,Pendimethalin,GCMS,Soil,0,1.98644E-05,0.484190433,28.52762188,5.18,0.016972688,1.10908,1.2193,0.3,0.0003,281.31,1.17,21309.94158,1.268588082,4,243000,2630268,40,Arboreal,8.56E-07,1
