Species,Sample,Chemical,Instrument,Application,good,app_rate_g_cm2,TissueConc,SoilConc,logKow,BCF,bodyweight,initialweight,Solat20C_mgL,Solat20C_gL,molmass_gmol,Density_gcm3,AppFactor,SA_cm2,VapPrs_mPa,Koc_Lit,Koc_Lab,HalfLife_day,HabFac,Hlaw,#frogs
Barking treefrog,HGOA1,Desethyl Atrazine,LCMS,Overspray,1,NA,0.662537491,0.042809913,2.5,15.47626326,2.02028,2.5056,30,0.03,215.68,1.187,NA,1.92500784,0.04,122,200,80,Arboreal,2.36E-09,1
Barking treefrog,HGOA2,Desethyl Atrazine,LCMS,Overspray,1,NA,0.96124623,0.042809913,2.5,22.45382324,1.69156,1.9493,30,0.03,215.68,1.187,NA,1.664571146,0.04,122,200,80,Arboreal,2.36E-09,1
Barking treefrog,HGOA3,Desethyl Atrazine,LCMS,Overspray,1,NA,0.563817506,0.042809913,2.5,13.17025568,2.07221,2.4317,30,0.03,215.68,1.187,NA,1.891927509,0.04,122,200,80,Arboreal,2.36E-09,1
Barking treefrog,HGOA4,Desethyl Atrazine,LCMS,Overspray,1,NA,0.763643102,0.042809913,2.5,17.83799685,2.36942,2.743,30,0.03,215.68,1.187,NA,2.028594985,0.04,122,200,80,Arboreal,2.36E-09,1
Barking treefrog,HGOA5,Desethyl Atrazine,LCMS,Overspray,1,NA,0.880340098,0.042809913,2.5,20.5639308,1.96104,2.2946,30,0.03,215.68,1.187,NA,1.829413804,0.04,122,200,80,Arboreal,2.36E-09,1
Barking treefrog,HGA1,Desethyl Atrazine,LCMS,Soil,1,NA,0.822366389,0.044544085,2.5,18.4618541,2.069224088,2.4975,30,0.03,215.68,1.187,NA,1.921402218,0.04,122,200,80,Arboreal,2.36E-09,1
Barking treefrog,HGA2,Desethyl Atrazine,LCMS,Soil,1,NA,0.871828196,0.044544085,2.5,19.57225535,1.2818,1.5391,30,0.03,215.68,1.187,NA,1.451744215,0.04,122,200,80,Arboreal,2.36E-09,1
Barking treefrog,HGA3,Desethyl Atrazine,LCMS,Soil,1,NA,0.438120641,0.044544085,2.5,9.835663845,1.91549,2.2008,30,0.03,215.68,1.187,NA,1.785733966,0.04,122,200,80,Arboreal,2.36E-09,1
Barking treefrog,HGA4,Desethyl Atrazine,LCMS,Soil,1,NA,0.757154523,0.044544085,2.5,16.99786923,1.66783,1.9721,30,0.03,215.68,1.187,NA,1.675816481,0.04,122,200,80,Arboreal,2.36E-09,1
Barking treefrog,HGA5,Desethyl Atrazine,LCMS,Soil,1,NA,0.749143657,0.044544085,2.5,16.81802791,2.6954,3.1445,30,0.03,215.68,1.187,NA,2.195558336,0.04,122,200,80,Arboreal,2.36E-09,1
Fowlers toad,FTA1,Desethyl Atrazine,LCMS,Soil,1,NA,1.134299091,0.029689129,2.5,38.20587334,2.811,3.2531,30,0.03,215.68,1.187,NA,2.239148039,0.04,122,200,80,Terrestrial,2.36E-09,1
Fowlers toad,FTA2,Desethyl Atrazine,LCMS,Soil,1,NA,1.738052293,0.029689129,2.5,58.54170761,1.04725,1.3337,30,0.03,215.68,1.187,NA,1.336199406,0.04,122,200,80,Terrestrial,2.36E-09,1
Fowlers toad,FTA3,Desethyl Atrazine,LCMS,Soil,1,NA,1.010994386,0.029689129,2.5,34.05267952,2.57336,2.98286,30,0.03,215.68,1.187,NA,2.129487214,0.04,122,200,80,Terrestrial,2.36E-09,1
Fowlers toad,FTA4,Desethyl Atrazine,LCMS,Soil,1,NA,1.097633052,0.029689129,2.5,36.9708745,1.93404,2.20256,30,0.03,215.68,1.187,NA,1.786560678,0.04,122,200,80,Terrestrial,2.36E-09,1
Fowlers toad,FTA5,Desethyl Atrazine,LCMS,Soil,1,NA,0.590253697,0.029689129,2.5,19.88113909,0.82668,0.9795,30,0.03,215.68,1.187,NA,1.117517096,0.04,122,200,80,Terrestrial,2.36E-09,1
Gray treefrog,HVA1,Desethyl Atrazine,LCMS,Soil,1,NA,1.046082575,0.025176025,2.5,41.5507443,1.56286,2.13844,30,0.03,215.68,1.187,NA,1.756259992,0.04,122,200,80,Arboreal,2.36E-09,1
Gray treefrog,HVA2,Desethyl Atrazine,LCMS,Soil,1,NA,1.228630408,0.025176025,2.5,48.80160433,1.42737,1.792639,30,0.03,215.68,1.187,NA,1.585750875,0.04,122,200,80,Arboreal,2.36E-09,1
Gray treefrog,HVA3,Desethyl Atrazine,LCMS,Soil,1,NA,1.341746913,0.025176025,2.5,53.29462913,2.21783,2.76186,30,0.03,215.68,1.187,NA,2.036659213,0.04,122,200,80,Arboreal,2.36E-09,1
Gray treefrog,HVA4,Desethyl Atrazine,LCMS,Soil,1,NA,1.042425873,0.025176025,2.5,41.40549889,2.86963,3.6308,30,0.03,215.68,1.187,NA,2.386184125,0.04,122,200,80,Arboreal,2.36E-09,1
Gray treefrog,HVA5,Desethyl Atrazine,LCMS,Soil,1,NA,1.149798791,0.025176025,2.5,45.67038653,1.1115,1.5443,30,0.03,215.68,1.187,NA,1.454582113,0.04,122,200,80,Arboreal,2.36E-09,1
Green treefrog,HCOA1,Desethyl Atrazine,LCMS,Overspray,1,NA,2.310701513,0.063005334,2.5,36.67469687,2.22041,2.636,30,0.03,215.68,1.187,NA,1.982394093,0.04,122,200,80,Arboreal,2.36E-09,1
Green treefrog,HCOA2,Desethyl Atrazine,LCMS,Overspray,1,NA,1.773622382,0.063005334,2.5,28.15035298,3.35473,3.8441,30,0.03,215.68,1.187,NA,2.466372803,0.04,122,200,80,Arboreal,2.36E-09,1
Green treefrog,HCOA3,Desethyl Atrazine,LCMS,Overspray,1,NA,1.607216544,0.063005334,2.5,25.50921408,2.00039,2.3522,30,0.03,215.68,1.187,NA,1.855864195,0.04,122,200,80,Arboreal,2.36E-09,1
Green treefrog,HCOA4,Desethyl Atrazine,LCMS,Overspray,1,NA,2.316514272,0.063005334,2.5,36.76695508,2.82206,4.3821,30,0.03,215.68,1.187,NA,2.66070452,0.04,122,200,80,Arboreal,2.36E-09,1
Green treefrog,HCOA5,Desethyl Atrazine,LCMS,Overspray,1,NA,2.105636481,0.063005334,2.5,33.4199719,3.13181,3.8345,30,0.03,215.68,1.187,NA,2.46280466,0.04,122,200,80,Arboreal,2.36E-09,1
Green treefrog,HCA1,Desethyl Atrazine,LCMS,Soil,1,NA,0.514712756,0.044238404,2.5,11.6349758,1.31617,1.703,30,0.03,215.68,1.187,NA,1.539344719,0.04,122,200,80,Arboreal,2.36E-09,1
Green treefrog,HCA2,Desethyl Atrazine,LCMS,Soil,1,NA,0.419671914,0.044238404,2.5,9.486597162,1.8349,2.1766,30,0.03,215.68,1.187,NA,1.774338306,0.04,122,200,80,Arboreal,2.36E-09,1
Green treefrog,HCA3,Desethyl Atrazine,LCMS,Soil,1,NA,0.753446903,0.044238404,2.5,17.03151202,2.11135,2.5592,30,0.03,215.68,1.187,NA,1.948744724,0.04,122,200,80,Arboreal,2.36E-09,1
Green treefrog,HCA4,Desethyl Atrazine,LCMS,Soil,1,NA,0.520505843,0.044238404,2.5,11.76592735,1.88638,2.1335,30,0.03,215.68,1.187,NA,1.753909771,0.04,122,200,80,Arboreal,2.36E-09,1
Green treefrog,HCA5,Desethyl Atrazine,LCMS,Soil,1,NA,0.410463396,0.044238404,2.5,9.278440508,0.73631,0.8415,30,0.03,215.68,1.187,NA,1.023455444,0.04,122,200,80,Arboreal,2.36E-09,1
Leopard frog,LFA1,Desethyl Atrazine,LCMS,Soil,1,NA,0.378728552,0.042876591,2.5,8.832991116,1.74298,1.9611,30,0.03,215.68,1.187,NA,1.670397973,0.04,122,200,80,Aquatic,2.36E-09,1
Leopard frog,LFA2,Desethyl Atrazine,LCMS,Soil,1,NA,0.602713883,0.042876591,2.5,14.05694487,3.042,3.60864,30,0.03,215.68,1.187,NA,2.377740885,0.04,122,200,80,Aquatic,2.36E-09,1
Leopard frog,LFA3,Desethyl Atrazine,LCMS,Soil,1,NA,0.532191293,0.042876591,2.5,12.41216418,2.243,2.90716,30,0.03,215.68,1.187,NA,2.098027218,0.04,122,200,80,Aquatic,2.36E-09,1
Leopard frog,LFA4,Desethyl Atrazine,LCMS,Soil,1,NA,0.571811461,0.042876591,2.5,13.33621543,2.0197,2.35487,30,0.03,215.68,1.187,NA,1.857083629,0.04,122,200,80,Aquatic,2.36E-09,1
Barking treefrog,HGOF1,Fipronil,LCMS,Overspray,1,1.10845E-06,0.668859694,3.435699888,4,0.194679313,2.73317,3.061,3.78,0.00378,437.15,1.48,762969.0732,2.161610657,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF2,Fipronil,LCMS,Overspray,1,1.10845E-06,0.595135621,3.435699888,4,0.173221073,2.02542,2.3775,3.78,0.00378,437.15,1.48,582341.0249,1.86739585,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF3,Fipronil,LCMS,Overspray,1,1.10845E-06,0.696635116,3.435699888,4,0.202763669,2.12849,2.4353,3.78,0.00378,437.15,1.48,706452.9269,1.893548722,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF4,Fipronil,LCMS,Overspray,1,1.10845E-06,0.504524369,3.435699888,4,0.146847625,1.73265,2.0808,3.78,0.00378,437.15,1.48,456202.6001,1.72869339,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF5,Fipronil,LCMS,Overspray,1,1.10845E-06,0.811189766,3.435699888,4,0.236106119,1.52771,1.791,3.78,0.00378,437.15,1.48,705409.2843,1.584911254,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF1,Fipronil,LCMS,Soil,1,1.11643E-06,0.242225711,2.464591226,4,0.098282307,1.62588,1.958,3.78,0.00378,437.15,1.48,211376.1957,1.668868629,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF2,Fipronil,LCMS,Soil,1,1.11643E-06,0.365594772,2.464591226,4,0.148338908,1.22989,1.5969,3.78,0.00378,437.15,1.48,271565.9669,1.48306575,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF3,Fipronil,LCMS,Soil,1,1.11643E-06,0.19909387,2.464591226,4,0.0807817,2.00445,2.278,3.78,0.00378,437.15,1.48,196216.8986,1.821739221,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF4,Fipronil,LCMS,Soil,1,1.11643E-06,0.185740783,2.464591226,4,0.075363728,1.99483,2.2964,3.78,0.00378,437.15,1.48,181331.6166,1.83024458,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF5,Fipronil,LCMS,Soil,1,1.11643E-06,0.120576038,2.464591226,4,0.048923342,1.56533,1.85,3.78,0.00378,437.15,1.48,104684.2594,1.614934958,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF1,Fipronil,GCMS,Soil,0,1.11643E-06,0.08195027,1.329259272,4,0.06165108,1.62588,1.958,3.78,0.00378,437.15,1.48,71513.20214,1.668868629,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF2,Fipronil,GCMS,Soil,0,1.11643E-06,0.04750621,1.329259272,4,0.035738859,1.22989,1.5969,3.78,0.00378,437.15,1.48,35287.89467,1.48306575,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF3,Fipronil,GCMS,Soil,0,1.11643E-06,0.123375202,1.329259272,4,0.092815002,2.00445,2.278,3.78,0.00378,437.15,1.48,121592.3901,1.821739221,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF4,Fipronil,GCMS,Soil,0,1.11643E-06,0.156323018,1.329259272,4,0.117601601,1.99483,2.2964,3.78,0.00378,437.15,1.48,152612.1794,1.83024458,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF5,Fipronil,GCMS,Soil,0,1.11643E-06,0.156761375,1.329259272,4,0.117931376,1.56533,1.85,3.78,0.00378,437.15,1.48,136100.4118,1.614934958,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF1,Fipronil,GCMS,Overspray,0,1.10845E-06,0.305025413,1.574688819,4,0.1937052,2.73317,3.061,3.78,0.00378,437.15,1.48,347942.8623,2.161610657,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF2,Fipronil,GCMS,Overspray,0,1.10845E-06,0.279849015,1.574688819,4,0.177717027,2.02542,2.3775,3.78,0.00378,437.15,1.48,273832.6468,1.86739585,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF3,Fipronil,GCMS,Overspray,0,1.10845E-06,0.31924778,1.574688819,4,0.202737059,2.12849,2.4353,3.78,0.00378,437.15,1.48,323746.9996,1.893548722,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF4,Fipronil,GCMS,Overspray,0,1.10845E-06,0.152824341,1.574688819,4,0.097050503,1.73265,2.0808,3.78,0.00378,437.15,1.48,138187.3029,1.72869339,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF5,Fipronil,GCMS,Overspray,0,1.10845E-06,0.285020518,1.574688819,4,0.181001169,1.52771,1.791,3.78,0.00378,437.15,1.48,247853.3726,1.584911254,0.00037,825,31184,125,Arboreal,8.42E-10,1
Fowlers toad,FTF1,Fipronil,LCMS,Soil,1,1.14035E-06,0.858838525,3.326864605,4,0.258152533,2.87106,3.4164,3.78,0.00378,437.15,1.48,938677.4719,2.303556612,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF2,Fipronil,LCMS,Soil,1,1.14035E-06,0.155523111,3.326864605,4,0.046747653,1.28161,1.74614,3.78,0.00378,437.15,1.48,111914.3925,1.561803462,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF3,Fipronil,LCMS,Soil,1,1.14035E-06,0.628822032,3.326864605,4,0.189013413,2.48014,2.8723,3.78,0.00378,437.15,1.48,656429.0428,2.083423978,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF4,Fipronil,LCMS,Soil,1,1.14035E-06,0.881256085,3.326864605,4,0.264890878,1.69321,2.04101,3.78,0.00378,437.15,1.48,765440.6381,1.709475719,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF5,Fipronil,LCMS,Soil,1,1.14035E-06,0.915030916,3.326864605,4,0.275043029,0.89804,1.0813,3.78,0.00378,437.15,1.48,608941.3864,1.183361557,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF1,Fipronil,GCMS,Soil,0,1.14035E-06,1.787369365,5.78700084,4,0.308859358,2.87106,3.4164,3.78,0.00378,437.15,1.48,1953525.964,2.303556612,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF2,Fipronil,GCMS,Soil,0,1.14035E-06,0.93830117,5.78700084,4,0.162139456,1.28161,1.74614,3.78,0.00378,437.15,1.48,675201.2892,1.561803462,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF3,Fipronil,GCMS,Soil,0,1.14035E-06,1.265772978,5.78700084,4,0.218726939,2.48014,2.8723,3.78,0.00378,437.15,1.48,1321343.88,2.083423978,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF4,Fipronil,GCMS,Soil,0,1.14035E-06,1.027830207,5.78700084,4,0.177610171,1.69321,2.04101,3.78,0.00378,437.15,1.48,892751.861,1.709475719,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Fowlers toad,FTF5,Fipronil,GCMS,Soil,0,1.14035E-06,0.910054595,5.78700084,4,0.157258418,0.89804,1.0813,3.78,0.00378,437.15,1.48,605629.708,1.183361557,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Gray treefrog,HVF1,Fipronil,LCMS,Soil,1,1.05263E-06,0.20493869,3.268503241,4,0.062701082,2.29103,2.8305,3.78,0.00378,437.15,1.48,215917.063,2.065814751,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF2,Fipronil,LCMS,Soil,1,1.05263E-06,0.222372614,3.268503241,4,0.068034999,2.48463,2.78375,3.78,0.00378,437.15,1.48,256544.7451,2.045990007,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF3,Fipronil,LCMS,Soil,1,1.05263E-06,0.207517779,3.268503241,4,0.063490156,1.73741,2.07613,3.78,0.00378,437.15,1.48,198393.8693,1.726445948,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF4,Fipronil,LCMS,Soil,1,1.05263E-06,0.074947958,3.268503241,4,0.02293036,1.90828,2.32246,3.78,0.00378,437.15,1.48,73752.86037,1.842241823,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF5,Fipronil,LCMS,Soil,1,1.05263E-06,0.120688821,3.268503241,4,0.036924798,2.34893,2.71625,3.78,0.00378,437.15,1.48,133514.8712,2.017116974,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF1,Fipronil,GCMS,Soil,0,1.05263E-06,0.433438365,8.600133863,4,0.050399025,2.29103,2.8305,3.78,0.00378,437.15,1.48,456657.2501,2.065814751,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF2,Fipronil,GCMS,Soil,0,1.05263E-06,0.071406625,8.600133863,4,0.008302967,2.48463,2.78375,3.78,0.00378,437.15,1.48,82379.72377,2.045990007,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF3,Fipronil,GCMS,Soil,0,1.05263E-06,0.093477964,8.600133863,4,0.010869362,1.73741,2.07613,3.78,0.00378,437.15,1.48,89368.02923,1.726445948,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF4,Fipronil,GCMS,Soil,0,1.05263E-06,0.183713305,8.600133863,4,0.02136168,1.90828,2.32246,3.78,0.00378,437.15,1.48,180783.869,1.842241823,0.00037,825,31184,125,Arboreal,8.42E-10,1
Gray treefrog,HVF5,Fipronil,GCMS,Soil,0,1.05263E-06,0.154341043,8.600133863,4,0.017946354,2.34893,2.71625,3.78,0.00378,437.15,1.48,170743.4401,2.017116974,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF1,Fipronil,LCMS,Overspray,1,1.06061E-06,1.672925558,3.881601879,4,0.430988445,1.30684,1.6622,3.78,0.00378,437.15,1.48,1358021.694,1.517882741,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF2,Fipronil,LCMS,Overspray,1,1.06061E-06,1.765323337,3.881601879,4,0.454792478,2.6593,2.8719,3.78,0.00378,437.15,1.48,2124686.478,2.083255982,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF3,Fipronil,LCMS,Overspray,1,1.06061E-06,0.945699662,3.881601879,4,0.24363644,1.88382,2.8113,3.78,0.00378,437.15,1.48,816316.6659,2.057689633,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF4,Fipronil,LCMS,Overspray,1,1.06061E-06,0.335185282,3.881601879,4,0.086352308,1.07051,1.3613,3.78,0.00378,437.15,1.48,250207.131,1.352140686,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF5,Fipronil,LCMS,Overspray,1,1.06061E-06,0.533133801,3.881601879,4,0.137348914,1.77007,2.0136,3.78,0.00378,437.15,1.48,524577.2663,1.69614544,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF1,Fipronil,LCMS,Soil,1,1.06061E-06,0.141689942,2.768574337,4,0.051177944,1.69128,2.0529,3.78,0.00378,437.15,1.48,131727.6285,1.715234716,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF2,Fipronil,LCMS,Soil,1,1.06061E-06,0.088542246,2.768574337,4,0.03198117,2.0466,2.3962,3.78,0.00378,437.15,1.48,91079.98295,1.875886072,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF3,Fipronil,LCMS,Soil,1,1.06061E-06,0.05370516,2.768574337,4,0.019398128,2.34143,2.603,3.78,0.00378,437.15,1.48,60244.9906,1.967986651,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF4,Fipronil,LCMS,Soil,1,1.06061E-06,0.299107947,2.768574337,4,0.108036813,1.05281,1.1301,3.78,0.00378,437.15,1.48,244571.9093,1.213996055,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF5,Fipronil,LCMS,Soil,1,1.06061E-06,0.093944185,2.768574337,4,0.033932332,1.01293,1.0906,3.78,0.00378,437.15,1.48,75443.93032,1.189243881,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF1,Fipronil,GCMS,Soil,0,1.06061E-06,3.8147E-05,1.121104348,4,3.40262E-05,1.69128,2.0529,3.78,0.00378,437.15,1.48,35.46483378,1.715234716,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF2,Fipronil,GCMS,Soil,0,1.06061E-06,0.008664217,1.121104348,4,0.007728288,2.0466,2.3962,3.78,0.00378,437.15,1.48,8912.545282,1.875886072,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF3,Fipronil,GCMS,Soil,0,1.06061E-06,0.010100209,1.121104348,4,0.00900916,2.34143,2.603,3.78,0.00378,437.15,1.48,11330.14003,1.967986651,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF4,Fipronil,GCMS,Soil,0,1.06061E-06,0.064533268,1.121104348,4,0.057562232,1.05281,1.1301,3.78,0.00378,437.15,1.48,52766.98527,1.213996055,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCF5,Fipronil,GCMS,Soil,0,1.06061E-06,0.02870059,1.121104348,4,0.025600284,1.01293,1.0906,3.78,0.00378,437.15,1.48,23048.63594,1.189243881,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF1,Fipronil,GCMS,Overspray,0,1.08453E-06,0.270027828,2.051976046,4,0.131594045,1.30684,1.6622,3.78,0.00378,437.15,1.48,214363.7506,1.517882741,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF2,Fipronil,GCMS,Overspray,0,1.08453E-06,0.232507469,2.051976046,4,0.113309056,2.6593,2.8719,3.78,0.00378,437.15,1.48,273665.6146,2.083255982,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF3,Fipronil,GCMS,Overspray,0,1.08453E-06,0.238097096,2.051976046,4,0.116033078,1.88382,2.8113,3.78,0.00378,437.15,1.48,200988.9868,2.057689633,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF4,Fipronil,GCMS,Overspray,0,1.08453E-06,0.253576717,2.051976046,4,0.123576841,1.07051,1.3613,3.78,0.00378,437.15,1.48,185112.971,1.352140686,0.00037,825,31184,125,Arboreal,8.42E-10,1
Green treefrog,HCOF5,Fipronil,GCMS,Overspray,0,1.08453E-06,0.12537184,2.051976046,4,0.061098101,1.77007,2.0136,3.78,0.00378,437.15,1.48,120638.5148,1.69614544,0.00037,825,31184,125,Arboreal,8.42E-10,1
Leopard frog,LFF1,Fipronil,LCMS,Soil,1,1.1244E-06,0.433588943,3.050050331,4,0.142157963,3.07228,5.0548,3.78,0.00378,437.15,1.48,409930.4778,2.890062318,0.00037,825,31184,125,Aquatic,8.42E-10,1
Leopard frog,LFF2,Fipronil,LCMS,Soil,1,1.1244E-06,0.584125326,3.050050331,4,0.19151334,1.6105,1.76974,3.78,0.00378,437.15,1.48,531548.6303,1.573990788,0.00037,825,31184,125,Aquatic,8.42E-10,1
Leopard frog,LFF3,Fipronil,LCMS,Soil,1,1.1244E-06,0.368670544,3.050050331,4,0.120873593,1.29821,1.5497,3.78,0.00378,437.15,1.48,292042.3462,1.457524905,0.00037,825,31184,125,Aquatic,8.42E-10,1
Leopard frog,LFF4,Fipronil,LCMS,Soil,1,1.1244E-06,0.453939413,3.050050331,4,0.148830138,1.4102,1.7076,3.78,0.00378,437.15,1.48,369268.9929,1.541750804,0.00037,825,31184,125,Aquatic,8.42E-10,1
Leopard frog,LFF1,Fipronil,GCMS,Soil,0,1.1244E-06,1.095002341,9.097352963,4,0.12036494,3.07228,5.0548,3.78,0.00378,437.15,1.48,1035254.335,2.890062318,0.00037,825,31184,125,Aquatic,8.42E-10,1
Leopard frog,LFF2,Fipronil,GCMS,Soil,0,1.1244E-06,0.64518738,9.097352963,4,0.070920342,1.6105,1.76974,3.78,0.00378,437.15,1.48,587114.5325,1.573990788,0.00037,825,31184,125,Aquatic,8.42E-10,1
Leopard frog,LFF3,Fipronil,GCMS,Soil,0,1.1244E-06,0.434207425,9.097352963,4,0.047728985,1.29821,1.5497,3.78,0.00378,437.15,1.48,343957.3826,1.457524905,0.00037,825,31184,125,Aquatic,8.42E-10,1
Leopard frog,LFF4,Fipronil,GCMS,Soil,0,1.1244E-06,0.406103491,9.097352963,4,0.044639742,1.4102,1.7076,3.78,0.00378,437.15,1.48,330355.6002,1.541750804,0.00037,825,31184,125,Aquatic,8.42E-10,1
Mole salamander,SF1,Fipronil,GCMS,Soil,1,1.05263E-06,0.49304269,4.53176306,4,0.108797103,2.0321,2.28463,3.78,0.00378,437.15,1.48,63712.24326,14.93930208,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Mole salamander,SF2,Fipronil,GCMS,Soil,1,1.05263E-06,1.117034512,4.53176306,4,0.246490052,1.57444,1.7286,3.78,0.00378,437.15,1.48,135720.1188,12.31039762,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Mole salamander,SF3,Fipronil,GCMS,Soil,1,1.05263E-06,1.105844253,4.53176306,4,0.244020757,2.34673,2.6,3.78,0.00378,437.15,1.48,150861.0412,16.34193937,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Mole salamander,SF4,Fipronil,GCMS,Soil,1,1.05263E-06,0.472718534,4.53176306,4,0.104312279,2.788,3.07675,3.78,0.00378,437.15,1.48,68166.48813,18.36741695,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Mole salamander,SF5,Fipronil,GCMS,Soil,1,1.05263E-06,0.466888045,4.53176306,4,0.103025696,1.75764,1.88945,3.78,0.00378,437.15,1.48,59535.69463,13.09449824,0.00037,825,31184,125,Terrestrial,8.42E-10,1
Barking treefrog,HGOF1,Fipronil-Sulfone,LCMS,Overspray,1,NA,1.731426071,0.056783541,4,30.49168917,2.73317,3.061,4.78,0.00478,437.15,1.48,NA,2.161610657,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF2,Fipronil-Sulfone,LCMS,Overspray,1,NA,1.06297162,0.056783541,4,18.71971363,2.02542,2.3775,5.78,0.00578,437.15,1.48,NA,1.86739585,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF3,Fipronil-Sulfone,LCMS,Overspray,1,NA,0.966148933,0.056783541,4,17.01459476,2.12849,2.4353,6.78,0.00678,437.15,1.48,NA,1.893548722,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF4,Fipronil-Sulfone,LCMS,Overspray,1,NA,1.569436861,0.056783541,4,27.63893979,1.73265,2.0808,7.78,0.00778,437.15,1.48,NA,1.72869339,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGOF5,Fipronil-Sulfone,LCMS,Overspray,1,NA,1.104700433,0.056783541,4,19.45458879,1.52771,1.791,8.78,0.00878,437.15,1.48,NA,1.584911254,0.00037,825,31184,125,Arboreal,8.42E-10,1
Barking treefrog,HGF1,Fipronil-Sulfone,LCMS,Soil,1,NA,0.413924973,0.031110731,4,13.30489403,1.62588,1.958,3.78,0.00378,437.15,1.48,NA,1.668868629,0.00037,825,31184,125,Arboreal,8.42E-10,1
